Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
91.797,TraderOne,Tick,628,606,22,-22,149600,148900,12491,-45091,-40691,OK
91.797,TraderTwo,Tick,643,614,29,-29,149600,148900,6094,-65194,-59394,OK
92.016,TraderOne,Tick,628,606,22,-22,149600,148900,12491,-45091,-40691,OK
92.016,TraderTwo,Tick,643,614,29,-29,149600,148900,6094,-65194,-59394,OK
92.266,TraderOne,Tick,638,606,32,-32,148500,148900,12342,-42942,-49342,OK
92.266,TraderTwo,Tick,653,614,39,-39,148500,148900,5945,-63045,-70845,OK
92.516,TraderOne,Tick,638,606,32,-32,148500,148900,12342,-42942,-49342,OK
92.516,TraderTwo,Tick,653,614,39,-39,148500,148900,5945,-63045,-70845,OK
92.766,TraderOne,Tick,638,606,32,-32,148500,148900,12342,-42942,-49342,OK
92.766,TraderTwo,Tick,653,614,39,-39,148500,148900,5945,-63045,-70845,OK
92.953,TraderOne,Tick,638,606,32,-32,148500,148900,12342,-42942,-49342,OK
92.953,TraderTwo,Tick,653,614,39,-39,148500,148900,5945,-63045,-70845,OK
93.281,TraderOne,Tick,638,606,32,-32,148500,149200,12342,-42942,-49342,OK
93.281,TraderTwo,Tick,653,614,39,-39,148500,149200,5945,-63045,-70845,OK
93.484,TraderOne,Tick,638,606,32,-32,148500,149200,12342,-42942,-49342,OK
93.484,TraderTwo,Tick,653,614,39,-39,148500,149200,5945,-63045,-70845,OK
93.734,TraderOne,Tick,638,606,32,-32,148500,149200,12342,-42942,-49342,OK
93.734,TraderTwo,Tick,653,614,39,-39,148500,149200,5945,-63045,-70845,OK
94.016,TraderOne,Tick,638,606,32,-32,148500,149200,12342,-42942,-49342,OK
94.016,TraderTwo,Tick,653,614,39,-39,148500,149200,5945,-63045,-70845,OK
94.219,TraderOne,Tick,638,606,32,-32,148500,149200,12342,-42942,-49342,OK
94.219,TraderTwo,Tick,653,614,39,-39,148500,149200,5945,-63045,-70845,OK
94.484,TraderOne,Tick,638,606,32,-32,148500,149200,12342,-42942,-49342,OK
94.484,TraderTwo,Tick,653,614,39,-39,148500,149200,5945,-63045,-70845,OK
94.703,TraderOne,Tick,638,616,22,-22,149100,149200,12193,-47793,-49993,OK
94.703,TraderTwo,Tick,663,614,49,-49,149100,149200,6243,-59343,-64243,OK
94.984,TraderOne,Tick,648,616,32,-32,149200,149200,12044,-45644,-45644,OK
94.984,TraderTwo,Tick,663,624,39,-39,149200,149200,6541,-63641,-63641,OK
95.25,TraderOne,Tick,648,616,32,-32,149200,149200,12044,-45644,-45644,OK
95.25,TraderTwo,Tick,663,624,39,-39,149200,149200,6541,-63641,-63641,OK
95.547,TraderOne,Tick,658,616,42,-42,149300,149200,12343,-42943,-38743,OK
95.547,TraderTwo,Tick,663,634,29,-29,149300,149200,6392,-67492,-64592,OK
95.781,TraderOne,Tick,658,626,32,-32,149400,149200,12194,-45794,-39394,OK
95.781,TraderTwo,Tick,673,634,39,-39,149400,149200,6691,-65791,-57991,OK
96.016,TraderOne,Tick,658,626,32,-32,149400,149200,12194,-45794,-39394,OK
96.016,TraderTwo,Tick,673,634,39,-39,149400,149200,6691,-65791,-57991,OK
96.297,TraderOne,Tick,658,626,32,-32,149400,149200,12194,-45794,-39394,OK
96.297,TraderTwo,Tick,673,634,39,-39,149400,149200,6691,-65791,-57991,OK
96.5,TraderOne,Tick,658,626,32,-32,149400,149200,12194,-45794,-39394,OK
96.5,TraderTwo,Tick,673,634,39,-39,149400,149200,6691,-65791,-57991,OK
96.781,TraderOne,Tick,668,626,42,-42,149300,149200,12493,-42093,-37893,OK
96.781,TraderTwo,Tick,673,644,29,-29,149300,149200,6542,-70642,-67742,OK
96.984,TraderOne,Tick,668,636,32,-32,149400,149200,12344,-45944,-39544,OK
96.984,TraderTwo,Tick,683,644,39,-39,149400,149200,6841,-67941,-60141,OK
97.203,TraderOne,Tick,668,636,32,-32,149400,149200,12344,-45944,-39544,OK
97.203,TraderTwo,Tick,683,644,39,-39,149400,149200,6841,-67941,-60141,OK
97.469,TraderOne,Tick,678,646,32,-42,149500,149600,12045,1452355,-46845,OK
97.469,TraderTwo,Tick,693,654,39,-49,149500,149600,6542,1430358,-69542,OK
97.781,TraderOne,Tick,678,646,32,-32,149500,149800,12045,-45645,-55245,OK
97.781,TraderTwo,Tick,693,654,39,-39,149500,149800,6542,-67642,-79342,OK
98.0,TraderOne,Tick,678,646,32,-32,149500,149800,12045,-45645,-55245,OK
98.0,TraderTwo,Tick,693,654,39,-39,149500,149800,6542,-67642,-79342,OK
98.312,TraderOne,Tick,678,656,22,-22,149500,149800,12344,-48944,-55544,OK
98.312,TraderTwo,Tick,703,654,49,-49,149500,149800,6392,-66492,-81192,OK
98.516,TraderOne,Tick,688,656,32,-32,149600,149800,12643,-47243,-53643,OK
98.516,TraderTwo,Tick,713,664,49,-49,149600,149800,6093,-66193,-75993,OK
98.734,TraderOne,Tick,688,656,32,-32,149600,149800,12643,-47243,-53643,OK
98.734,TraderTwo,Tick,713,664,49,-49,149600,149800,6093,-66193,-75993,OK
99.016,TraderOne,Tick,688,656,32,-32,149600,149900,12643,-47243,-56843,OK
99.016,TraderTwo,Tick,713,664,49,-49,149600,149900,6093,-66193,-80893,OK
99.312,TraderOne,Tick,698,656,42,-42,149600,150100,12942,-44542,-57142,OK
99.312,TraderTwo,Tick,713,674,39,-39,149600,150100,5943,-71843,-83543,OK
99.453,TraderOne,Tick,698,656,42,-42,149800,150100,12942,-44542,-57142,OK
99.453,TraderTwo,Tick,714,674,40,-40,149800,150100,5928,-71628,-83628,OK
99.75,TraderOne,Tick,698,666,32,-32,149600,150000,13241,-47941,-57541,OK
99.75,TraderTwo,Tick,723,684,39,-39,149600,150000,6092,-73992,-85692,OK
99.969,TraderOne,Tick,698,666,32,-32,149600,150000,13241,-47941,-57541,OK
99.969,TraderTwo,Tick,723,684,39,-39,149600,150000,6092,-73992,-85692,OK
100.234,TraderOne,Tick,698,676,22,-22,149900,149900,13091,-50791,-50791,OK
100.234,TraderTwo,Tick,723,694,29,-29,149900,149900,5942,-76842,-76842,OK
100.484,TraderOne,Tick,698,676,22,-22,149900,149900,13091,-50791,-50791,OK
100.484,TraderTwo,Tick,723,694,29,-29,149900,149900,5942,-76842,-76842,OK
100.797,TraderOne,Tick,698,676,22,-22,149900,149900,13091,-50791,-50791,OK
100.797,TraderTwo,Tick,723,694,29,-29,149900,149900,5942,-76842,-76842,OK
101.016,TraderOne,Tick,698,676,22,-22,149900,149900,13091,-50791,-50791,OK
101.016,TraderTwo,Tick,723,694,29,-29,149900,149900,5942,-76842,-76842,OK
101.219,TraderOne,Tick,708,676,32,-22,149700,149900,12941,-1547641,-55041,OK
101.219,TraderTwo,Tick,731,694,37,-29,149700,149900,5822,-1274322,-82522,OK
101.531,TraderOne,Tick,708,678,30,-30,149700,150100,13001,-49301,-58301,OK
101.531,TraderTwo,Tick,733,694,39,-39,149700,150100,5792,-74692,-86392,OK
101.766,TraderOne,Tick,708,686,22,-22,149700,150100,12881,-52381,-58981,OK
101.766,TraderTwo,Tick,741,694,47,-47,149700,150100,6032,-72532,-86632,OK
102.031,TraderOne,Tick,718,686,32,-32,149800,150100,13181,-49681,-59281,OK
102.031,TraderTwo,Tick,741,704,37,-37,149800,150100,5882,-76382,-87482,OK
102.25,TraderOne,Tick,718,686,32,-32,149800,150100,13181,-49681,-59281,OK
102.25,TraderTwo,Tick,741,704,37,-37,149800,150100,5882,-76382,-87482,OK
102.469,TraderOne,Tick,718,686,32,-32,149800,150100,13181,-49681,-59281,OK
102.469,TraderTwo,Tick,741,704,37,-37,149800,150100,5882,-76382,-87482,OK
102.703,TraderOne,Tick,728,686,42,-42,149900,150300,13481,-46981,-59581,OK
102.703,TraderTwo,Tick,751,704,47,-47,149900,150300,6182,-73682,-87782,OK
103.016,TraderOne,Tick,728,686,42,-42,149900,150300,13481,-46981,-59581,OK
103.016,TraderTwo,Tick,751,704,47,-47,149900,150300,6182,-73682,-87782,OK
103.219,TraderOne,Tick,728,686,42,-42,149900,150300,13481,-46981,-59581,OK
103.219,TraderTwo,Tick,751,704,47,-47,149900,150300,6182,-73682,-87782,OK
103.484,TraderOne,Tick,732,686,46,-46,149900,150300,13421,-44921,-58721,OK
103.484,TraderTwo,Tick,751,704,47,-47,149900,150300,6182,-73682,-87782,OK
103.75,TraderOne,Tick,742,686,56,-56,149900,150300,13721,-41221,-58021,OK
103.75,TraderTwo,Tick,761,704,57,-57,149900,150300,6482,-69982,-87082,OK
104.0,TraderOne,Tick,742,686,56,-56,149900,150400,13721,-41221,-58021,OK
104.0,TraderTwo,Tick,761,704,57,-57,149900,150400,6482,-69982,-87082,OK
104.297,TraderOne,Tick,742,686,56,-56,149900,150200,13721,-41221,-58021,OK
104.297,TraderTwo,Tick,761,704,57,-57,149900,150200,6482,-69982,-87082,OK
104.531,TraderOne,Tick,742,696,46,-46,149700,150200,14020,-46520,-60320,OK
104.531,TraderTwo,Tick,761,714,47,-47,149700,150200,6781,-75281,-89381,OK
104.781,TraderOne,Tick,742,696,46,-46,149700,150200,14020,-46520,-60320,OK
104.781,TraderTwo,Tick,761,714,47,-47,149700,150200,6781,-75281,-89381,OK
105.0,TraderOne,Tick,742,696,46,-46,149700,150200,14020,-46520,-60320,OK
105.0,TraderTwo,Tick,761,714,47,-47,149700,150200,6781,-75281,-89381,OK
105.266,TraderOne,Tick,752,696,56,-56,149800,150200,14320,-42820,-59620,OK
105.266,TraderTwo,Tick,761,724,37,-37,149800,150200,6631,-80131,-91231,OK
105.484,TraderOne,Tick,752,706,46,-46,149800,150200,14170,-47670,-61470,OK
105.484,TraderTwo,Tick,771,724,47,-47,149800,150200,6931,-76431,-90531,OK
105.797,TraderOne,Tick,752,706,46,-46,149800,150200,14170,-47670,-61470,OK
105.797,TraderTwo,Tick,771,724,47,-47,149800,150200,6931,-76431,-90531,OK
106.0,TraderOne,Tick,762,706,56,-56,149800,150300,14470,-43970,-60770,OK
106.0,TraderTwo,Tick,771,734,37,-37,149800,150300,6781,-81281,-92381,OK
106.297,TraderOne,Tick,762,716,46,-46,149900,150500,14320,-50020,-63820,OK
106.297,TraderTwo,Tick,781,734,47,-47,149900,150500,7081,-77581,-91681,OK
106.531,TraderOne,Tick,762,716,46,-46,150200,150500,14320,-50020,-63820,OK
106.531,TraderTwo,Tick,781,734,47,-47,150200,150500,7081,-77581,-91681,OK
106.766,TraderOne,Tick,762,716,46,-46,150200,150400,14320,-50020,-59220,OK
106.766,TraderTwo,Tick,781,734,47,-47,150200,150400,7081,-77581,-86981,OK
107.0,TraderOne,Tick,762,726,36,-36,150000,150300,14620,-53320,-64120,OK
107.0,TraderTwo,Tick,791,734,57,-57,150000,150300,6931,-76431,-93531,OK
107.281,TraderOne,Tick,772,726,46,-46,149900,150300,14920,-50620,-64420,OK
107.281,TraderTwo,Tick,791,744,47,-47,149900,150300,6781,-81281,-95381,OK
107.5,TraderOne,Tick,772,726,46,-46,149900,150400,14920,-50620,-64420,OK
107.5,TraderTwo,Tick,791,744,47,-47,149900,150400,6781,-81281,-95381,OK
107.766,TraderOne,Tick,772,726,46,-46,149900,150400,14920,-50620,-64420,OK
107.766,TraderTwo,Tick,791,744,47,-47,149900,150400,6781,-81281,-95381,OK
107.953,TraderOne,Tick,772,736,36,-36,150000,150400,15220,-54920,-65720,OK
107.953,TraderTwo,Tick,801,744,57,-57,150000,150400,6631,-78131,-95231,OK
108.203,TraderOne,Tick,782,736,46,-46,150000,150300,15070,-51770,-65570,OK
108.203,TraderTwo,Tick,801,754,47,-47,150000,150300,6931,-82431,-96531,OK
108.516,TraderOne,Tick,782,736,46,-46,150000,150100,15070,-51770,-56370,OK
108.516,TraderTwo,Tick,801,754,47,-47,150000,150100,6931,-82431,-87131,OK
108.766,TraderOne,Tick,792,746,46,-36,149600,150100,15220,-1552920,-65720,OK
108.766,TraderTwo,Tick,805,764,41,-37,149600,150100,7171,-686071,-97971,OK
109.0,TraderOne,Tick,792,746,46,-46,149600,150100,15220,-52920,-66720,OK
109.0,TraderTwo,Tick,805,764,41,-41,149600,150100,7171,-86071,-98371,OK
109.281,TraderOne,Tick,792,746,46,-46,149600,150100,15220,-52920,-66720,OK
109.281,TraderTwo,Tick,805,764,41,-41,149600,150100,7171,-86071,-98371,OK
109.453,TraderOne,Tick,792,746,46,-46,149600,150100,15220,-52920,-66720,OK
109.453,TraderTwo,Tick,805,764,41,-41,149600,150100,7171,-86071,-98371,OK
109.766,TraderOne,Tick,792,756,36,-36,149800,150100,15070,-56770,-67570,OK
109.766,TraderTwo,Tick,805,774,31,-31,149800,150100,7021,-89921,-99221,OK
110.016,TraderOne,Tick,792,766,26,-26,150100,150100,15370,-57070,-57070,OK
110.016,TraderTwo,Tick,805,784,21,-21,150100,150100,7321,-90221,-90221,OK
110.25,TraderOne,Tick,792,766,26,-26,150200,150500,15370,-57070,-64870,OK
110.25,TraderTwo,Tick,805,784,21,-21,150200,150500,7321,-90221,-96521,OK
110.547,TraderOne,Tick,802,766,36,-36,150200,150500,15670,-55370,-66170,OK
110.547,TraderTwo,Tick,815,784,31,-31,150200,150500,7621,-88521,-97821,OK
110.766,TraderOne,Tick,812,766,46,-46,150200,150700,15970,-53670,-67470,OK
110.766,TraderTwo,Tick,825,784,41,-41,150200,150700,7921,-86821,-99121,OK
111.0,TraderOne,Tick,822,766,56,-56,150200,150600,16270,-49970,-66770,OK
111.0,TraderTwo,Tick,835,784,51,-51,150200,150600,8221,-83121,-98421,OK
111.25,TraderOne,Tick,822,766,56,-56,150200,150600,16270,-49970,-66770,OK
111.25,TraderTwo,Tick,835,784,51,-51,150200,150600,8221,-83121,-98421,OK
111.5,TraderOne,Tick,822,776,46,-46,150600,150600,16120,-53820,-53820,OK
111.5,TraderTwo,Tick,835,794,41,-41,150600,150600,8071,-86971,-86971,OK
111.797,TraderOne,Tick,822,776,46,-46,150100,150600,16120,-53820,-67620,OK
111.797,TraderTwo,Tick,835,794,41,-41,150100,150600,8071,-86971,-99271,OK
111.969,TraderOne,Tick,822,776,46,-46,150100,150600,16120,-53820,-67620,OK
111.969,TraderTwo,Tick,835,794,41,-41,150100,150600,8071,-86971,-99271,OK
112.203,TraderOne,Tick,822,776,46,-46,150100,150500,16120,-53820,-67620,OK
112.203,TraderTwo,Tick,835,794,41,-41,150100,150500,8071,-86971,-99271,OK
112.5,TraderOne,Tick,822,786,36,-36,150100,150400,16420,-57120,-67920,OK
112.5,TraderTwo,Tick,845,804,41,-41,150100,150400,8221,-89121,-101421,OK
112.734,TraderOne,Tick,827,786,41,-41,150100,150500,16345,-55545,-67845,OK
112.734,TraderTwo,Tick,845,814,31,-31,150100,150500,8521,-93421,-102721,OK
113.0,TraderOne,Tick,827,786,41,-41,150100,150700,16345,-55545,-67845,OK
113.0,TraderTwo,Tick,845,814,31,-31,150100,150700,8521,-93421,-102721,OK
113.203,TraderOne,Tick,827,796,31,-31,150400,150600,16195,-58395,-64595,OK
113.203,TraderTwo,Tick,855,814,41,-41,150400,150600,8822,-91722,-99922,OK
113.531,TraderOne,Tick,827,796,31,-31,150200,150500,16195,-58395,-67695,OK
113.531,TraderTwo,Tick,855,824,31,-31,150200,150500,9122,-96022,-105322,OK
113.719,TraderOne,Tick,827,796,31,-31,150200,150500,16195,-58395,-67695,OK
113.719,TraderTwo,Tick,855,824,31,-31,150200,150500,9122,-96022,-105322,OK
113.969,TraderOne,Tick,827,796,31,-31,150200,150500,16195,-58395,-67695,OK
113.969,TraderTwo,Tick,855,824,31,-31,150200,150500,9122,-96022,-105322,OK
114.266,TraderOne,Tick,827,806,21,-31,150500,150600,16045,1445755,-62345,OK
114.266,TraderTwo,Tick,855,834,21,-31,150500,150600,8972,1408128,-99972,OK
114.484,TraderOne,Tick,827,806,21,-21,150500,150500,16045,-61245,-61245,OK
114.484,TraderTwo,Tick,855,834,21,-21,150500,150500,8972,-98872,-98872,OK
114.766,TraderOne,Tick,827,806,21,-21,150500,150500,16045,-61245,-61245,OK
114.766,TraderTwo,Tick,855,834,21,-21,150500,150500,8972,-98872,-98872,OK
115.016,TraderOne,Tick,827,806,21,-21,150500,150900,16045,-61245,-67545,OK
115.016,TraderTwo,Tick,855,834,21,-21,150500,150900,8972,-98872,-105172,OK
115.281,TraderOne,Tick,837,806,31,-31,149800,150500,16346,-59546,-68846,OK
115.281,TraderTwo,Tick,865,834,31,-31,149800,150500,9273,-97173,-106473,OK
115.516,TraderOne,Tick,837,806,31,-31,149800,150500,16346,-59546,-68846,OK
115.516,TraderTwo,Tick,865,834,31,-31,149800,150500,9273,-97173,-106473,OK
115.781,TraderOne,Tick,837,806,31,-31,149800,150500,16346,-59546,-68846,OK
115.781,TraderTwo,Tick,865,834,31,-31,149800,150500,9273,-97173,-106473,OK
116.016,TraderOne,Tick,837,806,31,-31,149800,150400,16346,-59546,-68846,OK
116.016,TraderTwo,Tick,865,834,31,-31,149800,150400,9273,-97173,-106473,OK
116.234,TraderOne,Tick,837,816,21,-21,150600,150500,16196,-63396,-61296,OK
116.234,TraderTwo,Tick,865,844,21,-21,150600,150500,9123,-101023,-98923,OK
116.547,TraderOne,Tick,847,816,31,-31,150200,150800,16496,-60696,-69996,OK
116.547,TraderTwo,Tick,865,854,11,-11,150200,150800,8973,-105873,-109173,OK
116.703,TraderOne,Tick,847,816,31,-31,150200,150800,16496,-60696,-69996,OK
116.703,TraderTwo,Tick,865,854,11,-11,150200,150800,8973,-105873,-109173,OK
117.0,TraderOne,Tick,857,826,31,-31,150000,150500,16647,-60847,-70147,OK
117.0,TraderTwo,Tick,875,854,21,-21,150000,150500,8823,-104723,-111023,OK
117.297,TraderOne,Tick,857,836,21,-21,150200,150300,16947,-64147,-66247,OK
117.297,TraderTwo,Tick,885,854,31,-31,150200,150300,8673,-102573,-105673,OK
117.531,TraderOne,Tick,857,836,21,-21,150200,150300,16947,-64147,-66247,OK
117.531,TraderTwo,Tick,885,854,31,-31,150200,150300,8673,-102573,-105673,OK
117.703,TraderOne,Tick,867,836,31,-31,150100,150300,16797,-61997,-68197,OK
117.703,TraderTwo,Tick,885,864,21,-21,150100,150300,8973,-106873,-111073,OK
118.016,TraderOne,Tick,867,836,31,-31,150100,150300,16797,-61997,-68197,OK
118.016,TraderTwo,Tick,885,864,21,-21,150100,150300,8973,-106873,-111073,OK
118.234,TraderOne,Tick,867,836,31,-31,150100,150300,16797,-61997,-68197,OK
118.234,TraderTwo,Tick,885,864,21,-21,150100,150300,8973,-106873,-111073,OK
118.547,TraderOne,Tick,867,846,21,-21,150300,150500,16647,-65847,-70047,OK
118.547,TraderTwo,Tick,885,871,14,-14,150300,150500,8868,-108868,-111668,OK
118.75,TraderOne,Tick,867,856,11,-11,150300,150400,16497,-67697,-68797,OK
118.75,TraderTwo,Tick,895,871,24,-24,150300,150400,9169,-108169,-110569,OK
119.0,TraderOne,Tick,877,856,21,-21,150200,150300,16347,-66547,-68647,OK
119.0,TraderTwo,Tick,895,881,14,-14,150200,150300,9469,-110469,-111869,OK
119.203,TraderOne,Tick,877,856,21,-21,150200,150300,16347,-66547,-68647,OK
119.203,TraderTwo,Tick,905,881,24,-24,150200,150300,9769,-109769,-112169,OK
119.5,TraderOne,Tick,877,856,21,-21,150200,150300,16347,-66547,-68647,OK
119.5,TraderTwo,Tick,905,881,24,-24,150200,150300,9769,-109769,-112169,OK
119.734,TraderOne,Tick,877,866,11,-11,150100,150100,16647,-68847,-68847,OK
119.734,TraderTwo,Tick,915,882,33,-33,150100,150100,9604,-108704,-108704,OK
119.969,TraderOne,Tick,887,866,21,-21,150000,150100,16497,-67697,-69797,OK
119.969,TraderTwo,Tick,915,892,23,-23,150000,150100,9904,-111004,-113304,OK
120.25,TraderOne,Tick,887,876,11,-11,150200,150600,16347,-75547,-78847,OK
120.25,TraderTwo,Tick,915,902,13,-13,150200,150600,9754,-118854,-122754,OK
120.484,TraderOne,Tick,897,876,21,-21,150200,150600,16647,-71847,-78147,OK
120.484,TraderTwo,Tick,922,902,20,-20,150200,150600,9964,-116264,-122264,OK
120.781,TraderOne,Tick,897,879,18,-18,150500,150600,16737,-72237,-74037,OK
120.781,TraderTwo,Tick,925,902,23,-23,150500,150600,9919,-116219,-118519,OK
120.969,TraderOne,Tick,897,879,18,-18,150500,150600,16737,-72237,-74037,OK
120.969,TraderTwo,Tick,925,902,23,-23,150500,150600,9919,-116219,-118519,OK
121.234,TraderOne,Tick,907,879,28,-28,150000,150600,17038,-71538,-79938,OK
121.234,TraderTwo,Tick,935,912,23,-23,150000,150600,9619,-116919,-123819,OK
121.469,TraderOne,Tick,917,879,38,-38,150400,150600,16888,-70388,-77988,OK
121.469,TraderTwo,Tick,945,912,33,-33,150400,150600,9469,-115769,-122369,OK
121.766,TraderOne,Tick,917,879,38,-38,150400,150600,16888,-70388,-77988,OK
121.766,TraderTwo,Tick,945,912,33,-33,150400,150600,9469,-115769,-122369,OK
122.047,TraderOne,Tick,927,879,48,-48,150100,150600,16738,-68238,-82638,OK
122.047,TraderTwo,Tick,955,912,43,-43,150100,150600,9319,-113619,-126519,OK
122.219,TraderOne,Tick,927,879,48,-48,150100,150600,16738,-68238,-82638,OK
122.219,TraderTwo,Tick,955,912,43,-43,150100,150600,9319,-113619,-126519,OK
122.516,TraderOne,Tick,927,879,48,-48,150100,150500,16738,-68238,-82638,OK
122.516,TraderTwo,Tick,955,912,43,-43,150100,150500,9319,-113619,-126519,OK
122.75,TraderOne,Tick,927,879,48,-48,150100,150500,16738,-68238,-82638,OK
122.75,TraderTwo,Tick,955,912,43,-43,150100,150500,9319,-113619,-126519,OK
122.953,TraderOne,Tick,927,879,48,-48,150100,150500,16738,-68238,-82638,OK
122.953,TraderTwo,Tick,955,912,43,-43,150100,150500,9319,-113619,-126519,OK
123.219,TraderOne,Tick,927,879,48,-48,150100,150400,16738,-68238,-82638,OK
123.219,TraderTwo,Tick,955,912,43,-43,150100,150400,9319,-113619,-126519,OK
123.5,TraderOne,Tick,927,879,48,-48,150100,150400,16738,-68238,-82638,OK
123.5,TraderTwo,Tick,955,912,43,-43,150100,150400,9319,-113619,-126519,OK
123.797,TraderOne,Tick,937,889,48,-48,150400,150400,16888,-68388,-68388,OK
123.797,TraderTwo,Tick,955,932,23,-23,150400,150400,9019,-122319,-122319,OK
124.047,TraderOne,Tick,937,899,38,-38,150400,150400,16738,-72238,-72238,OK
124.047,TraderTwo,Tick,965,942,23,-23,150400,150400,9169,-121469,-121469,OK
124.25,TraderOne,Tick,937,909,28,-28,150600,150400,17039,-73539,-67939,OK
124.25,TraderTwo,Tick,965,952,13,-13,150600,150400,9470,-122770,-120170,OK
124.531,TraderOne,Tick,937,919,18,-18,150400,150400,17340,-74840,-74840,OK
124.531,TraderTwo,Tick,965,962,3,-3,150400,150400,9771,-124071,-124071,OK
124.75,TraderOne,Tick,937,919,18,-18,150400,150400,17340,-74840,-74840,OK
124.75,TraderTwo,Tick,965,962,3,-3,150400,150400,9771,-124071,-124071,OK
125.0,TraderOne,Tick,937,929,8,-8,150400,150400,17641,-76141,-76141,OK
125.0,TraderTwo,Tick,965,962,3,-3,150400,150400,9771,-124071,-124071,OK
125.25,TraderOne,Tick,937,929,8,-8,150400,150400,17641,-76141,-76141,OK
125.25,TraderTwo,Tick,965,962,3,-3,150400,150400,9771,-124071,-124071,OK
125.484,TraderOne,Tick,937,929,8,-8,150400,150400,17641,-76141,-76141,OK
125.484,TraderTwo,Tick,975,962,13,-13,150400,150400,9621,-123921,-123921,OK
125.797,TraderOne,Tick,947,929,18,-18,150400,150400,17491,-75991,-75991,OK
125.797,TraderTwo,Tick,975,972,3,-3,150400,150400,9922,-125222,-125222,OK
126.047,TraderOne,Tick,947,929,18,-18,150500,150700,17491,-75991,-79591,OK
126.047,TraderTwo,Tick,985,972,13,-13,150500,150700,10223,-124523,-127123,OK
126.219,TraderOne,Tick,957,929,28,-28,150500,150900,17792,-75292,-83692,OK
126.219,TraderTwo,Tick,995,972,23,-23,150500,150900,10524,-123824,-130724,OK
126.547,TraderOne,Tick,967,929,38,-38,150500,151200,18093,-71593,-82993,OK
126.547,TraderTwo,Tick,1005,972,33,-33,150500,151200,10825,-120125,-130025,OK
126.766,TraderOne,Tick,977,929,48,-48,150600,151000,18394,-67894,-82294,OK
126.766,TraderTwo,Tick,1015,972,43,-43,150600,151000,11126,-116426,-129326,OK
126.969,TraderOne,Tick,977,939,38,-38,150500,151000,18695,-72195,-83595,OK
126.969,TraderTwo,Tick,1015,982,33,-33,150500,151000,11427,-120727,-130627,OK
127.266,TraderOne,Tick,977,939,38,-38,150500,151000,18695,-72195,-83595,OK
127.266,TraderTwo,Tick,1015,982,33,-33,150500,151000,11427,-120727,-130627,OK
127.484,TraderOne,Tick,977,939,38,-38,150500,150700,18695,-72195,-79795,OK
127.484,TraderTwo,Tick,1015,982,33,-33,150500,150700,11427,-120727,-127327,OK
127.75,TraderOne,Tick,977,939,38,-38,150500,150400,18695,-72195,-68395,OK
127.75,TraderTwo,Tick,1015,982,33,-33,150500,150400,11427,-120727,-117427,OK
128.0,TraderOne,Tick,977,949,28,-28,150700,150300,18995,-74495,-66095,OK
128.0,TraderTwo,Tick,1025,992,33,-33,150700,150300,11127,-121427,-111527,OK
128.266,TraderOne,Tick,987,959,28,-28,150000,150300,19145,-74645,-83045,OK
128.266,TraderTwo,Tick,1035,1002,33,-33,150000,150300,11277,-123577,-133477,OK
128.547,TraderOne,Tick,987,959,28,-28,150000,150200,19145,-74645,-80245,OK
128.547,TraderTwo,Tick,1035,1002,33,-33,150000,150200,11277,-123577,-130177,OK
128.734,TraderOne,Tick,997,959,38,-38,150000,150200,18995,-72495,-80095,OK
128.734,TraderTwo,Tick,1035,1012,23,-23,150000,150200,11577,-127877,-132477,OK
128.969,TraderOne,Tick,997,969,28,-28,150100,150200,18845,-75345,-78145,OK
128.969,TraderTwo,Tick,1045,1012,33,-33,150100,150200,11877,-126177,-129477,OK
129.219,TraderOne,Tick,1007,969,38,-38,150100,150200,18695,-73195,-76995,OK
129.219,TraderTwo,Tick,1045,1022,23,-23,150100,150200,12177,-129477,-131777,OK
129.531,TraderOne,Tick,1007,979,28,-28,150900,150400,18545,-76045,-67645,OK
129.531,TraderTwo,Tick,1055,1032,23,-23,150900,150400,12327,-130627,-123727,OK
129.797,TraderOne,Tick,1007,979,28,-28,150900,150400,18545,-76045,-67645,OK
129.797,TraderTwo,Tick,1055,1032,23,-23,150900,150400,12327,-130627,-123727,OK
129.953,TraderOne,Tick,1007,979,28,-28,150900,150400,18545,-76045,-67645,OK
129.953,TraderTwo,Tick,1055,1032,23,-23,150900,150400,12327,-130627,-123727,OK
130.203,TraderOne,Tick,1007,979,28,-28,150900,150400,18545,-76045,-67645,OK
130.203,TraderTwo,Tick,1055,1032,23,-23,150900,150400,12327,-130627,-123727,OK
130.531,TraderOne,Tick,1017,979,38,-38,150400,150400,18846,-74346,-74346,OK
130.531,TraderTwo,Tick,1055,1042,13,-13,150400,150400,12177,-134477,-134477,OK
130.719,TraderOne,Tick,1017,989,28,-28,150200,150400,19146,-77646,-83246,OK
130.719,TraderTwo,Tick,1065,1042,23,-23,150200,150400,12027,-133327,-137927,OK
130.953,TraderOne,Tick,1017,989,28,-28,150200,150400,19146,-77646,-83246,OK
130.953,TraderTwo,Tick,1065,1042,23,-23,150200,150400,12027,-133327,-137927,OK
131.281,TraderOne,Tick,1027,989,38,-38,149800,150100,18996,-75496,-86896,OK
131.281,TraderTwo,Tick,1075,1042,33,-33,149800,150100,11877,-131177,-141077,OK
131.453,TraderOne,Tick,1027,989,38,-38,149800,150100,18996,-75496,-86896,OK
